s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
32.6862397,26.879739299999997,-3.8388929000000003,4.969354900000001,-0.05627825,8.0,0.0
32.7861976,26.9051415,-3.9355683,4.9637295,-0.0557832,8.0,0.0
32.8861555,26.929464449999998,-4.0325226999999995,4.9582026500000005,-0.05529175,8.0,0.0
32.9861134,26.9537874,-4.1294771,4.9526758,-0.0548003,8.0,0.0
33.08607135,26.9770461,-4.22668945,4.94724715,-0.0543102,8.0,0.0
33.1860293,27.0003048,-4.3239018,4.9418185,-0.0538201,8.0,0.0
33.2859872,27.02251665,-4.421360849999999,4.9364874499999996,-0.05333305,8.0,0.0
33.3859451,27.0447285,-4.5188199,4.9311564,-0.052846,8.0,0.0
33.485903,27.06590935,-4.616507349999999,4.9259225,-0.05236185,8.0,0.0
33.5858609,27.0870902,-4.7141948,4.9206886,-0.0518777,8.0,0.0
33.685818850000004,27.107256749999998,-4.81209655,4.9155511999999995,-0.051395949999999996,8.0,0.0
33.7857768,27.1274233,-4.9099983,4.9104138,-0.0509142,8.0,0.0
33.8857347,27.146592599999998,-5.0081017,4.9053724,-0.0504354,8.0,0.0
